"year","lnw","female","widowed","divorced","separated","nevermarried","hsd08","hsd911","hsg","cg","ad","mw","so","we","exp1","exp2","exp3","exp4","weight","married","ne","sc"
2012,2.49423797721688,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7.29,19.683,53.1441,328.12,TRUE,TRUE,TRUE
2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,0,0,0,16,2.56,4.096,6.5536,247.47,TRUE,TRUE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,1,0,0,0,0,0,24,5.76,13.824,33.1776,247.47,TRUE,TRUE,FALSE
2012,2.70554707088409,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.3025,0.166375,0.09150625,269.11,TRUE,TRUE,TRUE
2012,3.92972258252755,1,0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.1225,23.149125,65.97500625,623,TRUE,TRUE,TRUE
2012,3.16758253048065,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.25,15.625,39.0625,623,TRUE,TRUE,TRUE
2012,2.01239989032415,1,0,0,0,0,0,0,0,1,0,0,0,0,31,9.61,29.791,92.3521,586.23,TRUE,TRUE,FALSE
2012,1.99178060312141,1,0,0,0,0,0,0,0,0,0,0,0,0,29.5,8.7025,25.672375,75.73350625,314.32,TRUE,TRUE,TRUE
2012,2.14593128294867,1,0,1,0,0,0,0,0,1,0,0,0,0,21,4.41,9.261,19.4481,642.81,FALSE,TRUE,FALSE
2012,3.58299796944198,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,256.81,TRUE,TRUE,TRUE
2012,2.47942289143174,1,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1.8225,2.460375,3.32150625,264.22,TRUE,TRUE,TRUE
2012,2.49423797721688,0,0,0,0,0,0,0,1,0,0,0,0,0,19,3.61,6.859,13.0321,264.22,TRUE,TRUE,FALSE
2012,2.11021320034659,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1.21,1.331,1.4641,495.42,TRUE,TRUE,FALSE
2012,2.83907846350861,1,0,1,0,0,0,0,0,0,0,0,0,0,32.5,10.5625,34.328125,111.56640625,518.37,FALSE,TRUE,TRUE
2012,2.77453994237104,0,0,0,0,1,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,518.37,FALSE,TRUE,FALSE
2012,2.3629957881865,1,0,0,0,0,0,0,1,0,0,0,0,0,26,6.76,17.576,45.6976,295.11,TRUE,TRUE,FALSE
2012,3.06222201482282,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,9.9225,31.255875,98.45600625,538.8,TRUE,TRUE,TRUE
2012,2.80133813552577,0,0,0,0,0,0,0,0,1,0,0,0,0,31,9.61,29.791,92.3521,312.66,TRUE,TRUE,FALSE
2012,2.59221838557709,0,0,0,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,303.7,TRUE,TRUE,FALSE
2012,1.86929904668347,1,0,0,0,0,0,0,0,0,0,0,0,0,22.5,5.0625,11.390625,25.62890625,491.4,TRUE,TRUE,TRUE
2012,2.30008196277593,0,0,0,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,491.4,TRUE,TRUE,FALSE
2012,2.4643850140672,1,0,1,0,0,0,0,0,1,0,0,0,0,12,1.44,1.728,2.0736,273.62,FALSE,TRUE,FALSE
2012,2.27726728500976,0,0,0,0,1,0,0,1,0,0,0,0,0,14,1.96,2.744,3.8416,561.98,FALSE,TRUE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.24,5.832,10.4976,273.62,TRUE,TRUE,TRUE
2012,2.73899500495163,1,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,1,273.05,TRUE,TRUE,FALSE
2012,3.57304763858881,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1.21,1.331,1.4641,273.05,TRUE,TRUE,FALSE
2012,2.52322551409014,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1.21,1.331,1.4641,279.38,TRUE,TRUE,FALSE
2012,2.30008196277593,1,0,1,0,0,0,0,0,1,0,0,0,0,29,8.41,24.389,70.7281,312.6,FALSE,TRUE,FALSE
2012,2.49423797721688,0,0,0,0,0,0,1,0,0,0,0,0,0,32,10.24,32.768,104.8576,309.25,TRUE,TRUE,FALSE
2012,2.41255994620262,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2.56,4.096,6.5536,306.91,TRUE,TRUE,TRUE
2012,2.83907846350861,1,0,0,0,0,0,0,0,0,1,0,0,0,29,8.41,24.389,70.7281,633.55,TRUE,TRUE,FALSE
2012,2.43361335540045,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.16,0.064,0.0256,324.31,TRUE,TRUE,TRUE
2012,2.70554707088409,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.44,1.728,2.0736,256.81,TRUE,TRUE,TRUE
2012,2.36907483426288,0,0,0,0,0,0,0,1,0,0,0,0,0,23,5.29,12.167,27.9841,472.1,TRUE,TRUE,FALSE
2012,2.2512917986065,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0.04,0.008,0.0016,527.14,TRUE,TRUE,FALSE
2012,2.43361335540045,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.25,0.125,0.0625,527.14,TRUE,TRUE,FALSE
2012,2.43361335540045,0,0,1,0,0,0,0,1,0,0,0,0,0,26,6.76,17.576,45.6976,667.53,FALSE,TRUE,FALSE
2012,1.69666355218211,0,0,0,0,1,0,0,0,0,0,0,0,0,26,6.76,17.576,45.6976,549.55,FALSE,TRUE,TRUE
2012,2.70120866928549,1,0,0,0,0,0,0,1,0,0,0,0,0,19,3.61,6.859,13.0321,502.46,TRUE,TRUE,FALSE
2012,2.52322551409014,0,0,0,0,1,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,264.14,FALSE,TRUE,FALSE
2012,2.75684036527164,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.16,0.064,0.0256,527.14,FALSE,TRUE,FALSE
2012,1.96360972615471,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0.49,0.343,0.2401,527.14,FALSE,TRUE,FALSE
2012,2.97521063783319,1,0,0,0,0,0,0,0,0,0,0,0,0,26,6.76,17.576,45.6976,306.97,TRUE,TRUE,TRUE
2012,2.26371431860505,1,0,1,0,0,0,0,1,0,0,0,0,0,9,0.81,0.729,0.6561,269.11,FALSE,TRUE,FALSE
2012,2.65675690671466,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,0.2025,0.091125,0.04100625,310.01,FALSE,TRUE,TRUE
2012,2.51650913205639,0,0,0,0,0,0,0,1,0,0,0,0,0,34,11.56,39.304,133.6336,589.36,TRUE,TRUE,FALSE
2012,2.18675327746892,1,0,1,0,0,0,0,0,0,0,0,0,0,19,3.61,6.859,13.0321,472.1,FALSE,TRUE,TRUE
2012,1.86829954635039,1,0,0,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,295.11,TRUE,TRUE,FALSE
2012,2.85765484908155,1,0,0,0,0,0,0,0,0,0,0,0,0,29,8.41,24.389,70.7281,623,TRUE,TRUE,TRUE
2012,2.78778516912106,1,0,0,0,0,0,0,0,0,1,0,0,0,24,5.76,13.824,33.1776,332.27,TRUE,TRUE,FALSE
2012,2.91912117118215,0,0,0,0,0,0,0,1,0,0,0,0,0,26,6.76,17.576,45.6976,332.27,TRUE,TRUE,FALSE
2012,2.09257445743571,0,0,0,0,0,0,0,1,0,0,0,0,0,27,7.29,19.683,53.1441,642.81,TRUE,TRUE,FALSE
2012,2.65675690671466,1,0,0,0,0,0,0,1,0,0,0,0,0,21,4.41,9.261,19.4481,303.2,TRUE,TRUE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,303.2,TRUE,TRUE,FALSE
2012,2.43361335540045,0,1,0,0,0,0,1,0,0,0,0,0,0,16,2.56,4.096,6.5536,292.12,FALSE,TRUE,FALSE
2012,2.57337529777561,0,1,0,0,0,0,0,1,0,0,0,0,0,28,7.84,21.952,61.4656,294.3,FALSE,TRUE,FALSE
2012,2.83111029385944,0,0,0,0,0,0,0,1,0,0,0,0,0,27,7.29,19.683,53.1441,251.27,TRUE,TRUE,FALSE
2012,2.05891990595904,1,0,0,0,0,0,0,0,0,0,0,0,0,16.5,2.7225,4.492125,7.41200625,263.68,TRUE,TRUE,TRUE
2012,2.87186828633161,0,0,0,0,0,0,0,0,1,0,0,0,0,24,5.76,13.824,33.1776,257.59,TRUE,TRUE,FALSE
2012,2.73519833302122,1,0,0,0,0,0,0,0,1,0,0,0,0,19,3.61,6.859,13.0321,257.59,TRUE,TRUE,FALSE
2012,2.32361246018612,0,0,0,0,0,0,0,1,0,0,0,0,0,26,6.76,17.576,45.6976,314.32,TRUE,TRUE,FALSE
2012,2.97521063783319,1,0,0,0,1,0,0,1,0,0,0,0,0,15,2.25,3.375,5.0625,889.24,FALSE,TRUE,FALSE
2012,2.65675690671466,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0.49,0.343,0.2401,591.42,FALSE,TRUE,FALSE
2012,2.18289970815293,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0.09,0.027,0.0081,591.42,FALSE,TRUE,FALSE
2012,3.41889695876156,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0.81,0.729,0.6561,262.5,TRUE,TRUE,FALSE
2012,2.42419413348396,0,0,1,0,0,0,0,0,0,0,0,0,0,19.5,3.8025,7.414875,14.45900625,298.95,FALSE,TRUE,TRUE
2012,2.43361335540045,1,0,0,0,0,0,1,0,0,0,0,0,0,30,9,27,81,625.96,TRUE,TRUE,FALSE
2012,3.32691456904991,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,10.5625,34.328125,111.56640625,596.35,TRUE,TRUE,TRUE
2012,2.83907846350861,0,0,0,0,1,0,0,1,0,0,0,0,0,24,5.76,13.824,33.1776,533.89,FALSE,TRUE,FALSE
2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,0,0,0,17,2.89,4.913,8.3521,255.98,TRUE,TRUE,FALSE
2012,3.65148906489538,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,8,16,255.98,TRUE,TRUE,TRUE
2012,2.956861499165,0,0,0,0,0,0,0,1,0,0,0,0,0,34,11.56,39.304,133.6336,315.15,TRUE,TRUE,FALSE
2012,2.87544610767949,1,0,0,0,1,0,0,0,0,0,0,0,0,15.5,2.4025,3.723875,5.77200625,273.05,FALSE,TRUE,TRUE
2012,2.53897387105828,0,0,0,0,0,0,0,1,0,0,0,0,0,23,5.29,12.167,27.9841,298.49,TRUE,TRUE,FALSE
2012,2.36907483426288,1,0,0,0,1,0,0,0,0,1,0,0,0,18,3.24,5.832,10.4976,491.4,FALSE,TRUE,FALSE
2012,3.33873078667648,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.84,21.952,61.4656,276.46,TRUE,TRUE,TRUE
2012,2.22597399062221,0,0,1,0,0,0,0,1,0,0,0,0,0,27,7.29,19.683,53.1441,479.96,FALSE,TRUE,FALSE
2012,2.87990045802887,1,0,1,0,0,0,0,0,0,0,0,0,0,20.5,4.2025,8.615125,17.66100625,479.96,FALSE,TRUE,TRUE
2012,1.85239879681871,1,0,0,0,0,0,0,0,0,0,0,0,0,33,10.89,35.937,118.5921,576.29,TRUE,TRUE,TRUE
2012,3.40397130854488,1,0,0,0,0,0,0,0,1,0,0,0,0,22,4.84,10.648,23.4256,642.81,TRUE,TRUE,FALSE
2012,1.7404661748405,0,0,0,0,0,0,0,1,0,0,0,0,0,26,6.76,17.576,45.6976,596.35,TRUE,TRUE,FALSE
2012,2.43361335540045,1,0,0,0,0,0,0,1,0,0,0,0,0,31,9.61,29.791,92.3521,596.35,TRUE,TRUE,FALSE
2012,2.75206708651898,1,0,0,0,0,0,0,0,0,0,0,0,0,32.5,10.5625,34.328125,111.56640625,518.37,TRUE,TRUE,TRUE
2012,2.51365606307399,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.96,2.744,3.8416,274.85,TRUE,TRUE,TRUE
2012,2.002830439308,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2.56,4.096,6.5536,274.85,TRUE,TRUE,FALSE
2012,3.01966240040403,0,0,1,0,0,0,0,0,0,0,0,0,0,20.5,4.2025,8.615125,17.66100625,617.85,FALSE,TRUE,TRUE
2012,1.96360972615471,1,0,0,0,0,0,0,0,0,0,0,0,0,21.5,4.6225,9.938375,21.36750625,569.43,TRUE,TRUE,TRUE
2012,1.96360972615471,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.24,5.832,10.4976,298.75,TRUE,TRUE,TRUE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.96,2.744,3.8416,298.75,TRUE,TRUE,TRUE
2012,3.2365754019676,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5.76,13.824,33.1776,262.08,TRUE,TRUE,TRUE
2012,2.91912117118215,1,0,0,0,0,0,0,0,1,0,0,0,0,18,3.24,5.832,10.4976,262.08,TRUE,TRUE,FALSE
2012,2.36907483426288,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1.44,1.728,2.0736,513.39,FALSE,TRUE,FALSE
2012,1.32175583998232,1,0,0,0,0,0,0,1,0,0,0,0,0,27,7.29,19.683,53.1441,642.81,TRUE,TRUE,FALSE
2012,2.97524700080842,0,0,0,0,0,0,0,1,0,0,0,0,0,30,9,27,81,642.81,TRUE,TRUE,FALSE
2012,2.2182519445283,0,0,1,0,0,0,0,0,0,0,0,0,0,33.5,11.2225,37.595375,125.94450625,596.64,FALSE,TRUE,TRUE
2012,2.95834188433543,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2.89,4.913,8.3521,273.62,TRUE,TRUE,TRUE
2012,5.97094200229586,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2.56,4.096,6.5536,273.62,TRUE,TRUE,FALSE
2012,2.30008196277593,1,0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.1225,23.149125,65.97500625,623,TRUE,TRUE,TRUE
2012,2.52322551409014,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,4.6225,9.938375,21.36750625,623,TRUE,TRUE,TRUE
2012,2.65675690671466,0,0,0,0,0,0,0,0,1,0,0,0,0,25,6.25,15.625,39.0625,569.43,TRUE,TRUE,FALSE
2012,2.87990045802887,1,0,0,0,0,0,0,0,1,0,0,0,0,20,4,8,16,569.43,TRUE,TRUE,FALSE
2012,2.43361335540045,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,8.7025,25.672375,75.73350625,579.84,TRUE,TRUE,TRUE
2012,2.3351732825872,1,0,0,0,0,0,0,0,0,0,0,0,0,25.5,6.5025,16.581375,42.28250625,579.84,TRUE,TRUE,TRUE
2012,3.47506723022861,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,27,81,623,TRUE,TRUE,TRUE
2012,2.7128463733657,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,0.5625,0.421875,0.31640625,332.1,FALSE,TRUE,TRUE
2012,2.01239989032415,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.81,0.729,0.6561,281.14,TRUE,TRUE,FALSE
2012,2.65675690671466,0,0,1,0,0,0,0,0,1,0,0,0,0,13,1.69,2.197,2.8561,261.65,FALSE,TRUE,FALSE
2012,2.66917942671322,1,0,1,0,0,0,0,0,1,0,0,0,0,19,3.61,6.859,13.0321,261.65,FALSE,TRUE,FALSE
2012,2.57192497119796,0,0,1,0,0,0,0,1,0,0,0,0,0,28,7.84,21.952,61.4656,288.49,FALSE,TRUE,FALSE
2012,2.1543803374352,0,0,1,0,0,0,0,0,0,0,0,0,0,32.5,10.5625,34.328125,111.56640625,558.01,FALSE,TRUE,TRUE
2012,2.90945926027041,1,0,0,0,0,0,0,1,0,0,0,0,0,30,9,27,81,332.27,TRUE,TRUE,FALSE
2012,2.05891990595904,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0.7225,0.614125,0.52200625,292.6,TRUE,TRUE,TRUE
2012,2.48240351956988,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1.8225,2.460375,3.32150625,292.6,TRUE,TRUE,TRUE
2012,2.99322914333587,1,0,1,0,0,0,0,0,0,0,0,0,0,22.5,5.0625,11.390625,25.62890625,569.43,FALSE,TRUE,TRUE
2012,2.65675690671466,0,0,0,0,0,0,0,1,0,0,0,0,0,35,12.25,42.875,150.0625,307.35,TRUE,TRUE,FALSE
2012,2.65675690671466,0,0,1,0,0,0,0,0,0,1,0,0,0,29,8.41,24.389,70.7281,596.64,FALSE,TRUE,FALSE
2012,2.36907483426288,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0.49,0.343,0.2401,502.26,FALSE,TRUE,FALSE
2012,3.36232660727316,1,0,0,0,0,0,0,0,1,0,0,0,0,23,5.29,12.167,27.9841,309.25,TRUE,TRUE,FALSE
2012,1.78128816936076,0,0,0,0,0,0,0,0,1,0,0,0,0,29,8.41,24.389,70.7281,309.25,TRUE,TRUE,FALSE
2012,3.1267605359604,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5625,1.953125,2.44140625,261.95,TRUE,TRUE,TRUE
2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0.49,0.343,0.2401,261.95,TRUE,TRUE,FALSE
2012,2.49423797721688,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1.69,2.197,2.8561,278.64,TRUE,TRUE,FALSE
2012,1.96360972615471,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1.44,1.728,2.0736,278.64,TRUE,TRUE,FALSE
2012,3.29861079288705,0,0,0,0,0,0,0,0,1,0,0,0,0,26,6.76,17.576,45.6976,336.95,TRUE,TRUE,FALSE
2012,2.91912117118215,1,0,0,0,0,0,0,0,1,0,0,0,0,12,1.44,1.728,2.0736,263.38,TRUE,TRUE,FALSE
2012,3.46768712293099,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1.21,1.331,1.4641,263.38,TRUE,TRUE,FALSE
2012,2.43361335540045,1,0,1,0,0,0,0,1,0,0,0,0,0,35,12.25,42.875,150.0625,611.52,FALSE,TRUE,FALSE
2012,2.98656245197768,1,0,1,0,0,0,0,0,0,0,0,0,0,24.5,6.0025,14.706125,36.03000625,309.25,FALSE,TRUE,TRUE
2012,2.32361246018612,0,0,0,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,342.83,TRUE,TRUE,FALSE
2012,1.80945904632746,1,0,0,0,0,0,0,0,0,0,0,0,0,25,6.25,15.625,39.0625,342.83,TRUE,TRUE,TRUE
2012,2.22597399062221,0,0,1,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,262.5,FALSE,TRUE,FALSE
2012,2.15546898742916,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,7.5625,20.796875,57.19140625,472.1,TRUE,TRUE,TRUE
2012,2.71502581483864,1,0,0,0,0,0,0,0,1,0,0,0,0,16,2.56,4.096,6.5536,472.1,TRUE,TRUE,FALSE
2012,3.16357450908311,0,1,0,0,0,0,0,0,0,1,0,0,0,19,3.61,6.859,13.0321,293.53,FALSE,TRUE,FALSE
2012,1.98558863287349,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1.44,1.728,2.0736,549.1,FALSE,TRUE,FALSE
2012,2.68144951930503,0,0,0,0,0,0,0,1,0,0,0,0,0,30,9,27,81,596.35,TRUE,TRUE,FALSE
2012,1.96360972615471,1,0,0,0,0,0,0,1,0,0,0,0,0,30,9,27,81,596.35,TRUE,TRUE,FALSE
2012,2.83907846350861,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.36,0.216,0.1296,532.99,TRUE,TRUE,FALSE
2012,2.06897024181254,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0.7225,0.614125,0.52200625,281.14,TRUE,TRUE,TRUE
2012,3.1267605359604,0,0,0,0,0,0,0,1,0,0,0,0,0,25,6.25,15.625,39.0625,295.11,TRUE,TRUE,FALSE
2012,2.43361335540045,1,0,0,0,0,0,0,0,0,0,0,0,0,24,5.76,13.824,33.1776,295.11,TRUE,TRUE,TRUE
2012,3.28536556613703,0,0,0,0,0,0,0,1,0,0,0,0,0,31,9.61,29.791,92.3521,255.98,TRUE,TRUE,FALSE
2012,2.22597399062221,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0.36,0.216,0.1296,527.14,FALSE,TRUE,TRUE
2012,2.30008196277593,0,0,1,0,0,0,0,1,0,0,0,0,0,16,2.56,4.096,6.5536,554.5,FALSE,TRUE,FALSE
2012,2.97521063783319,0,0,0,1,0,0,0,1,0,0,0,0,0,18,3.24,5.832,10.4976,569.13,FALSE,TRUE,FALSE
2012,2.00443172067497,1,0,0,0,0,0,0,0,0,0,0,0,0,26.5,7.0225,18.609625,49.31550625,553.33,TRUE,TRUE,TRUE
2012,2.18675327746892,0,0,0,0,0,0,0,1,0,0,0,0,0,30,9,27,81,553.33,TRUE,TRUE,FALSE
2012,2.40186465708587,0,0,0,0,0,0,0,1,0,0,0,0,0,34,11.56,39.304,133.6336,579.84,TRUE,TRUE,FALSE
2012,1.96360972615471,1,0,0,0,0,0,0,1,0,0,0,0,0,26,6.76,17.576,45.6976,579.84,TRUE,TRUE,FALSE
2012,2.6342840508626,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,1.8225,2.460375,3.32150625,591.42,TRUE,TRUE,TRUE
2012,2.3764549415605,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0.25,0.125,0.0625,591.42,TRUE,TRUE,FALSE
2012,2.49423797721688,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.49,0.343,0.2401,591.42,TRUE,TRUE,FALSE
2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,0,0,0,27,7.29,19.683,53.1441,623,TRUE,TRUE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.84,21.952,61.4656,312.66,TRUE,TRUE,TRUE
2012,2.78778516912106,0,0,0,0,0,0,0,0,1,0,0,0,0,23,5.29,12.167,27.9841,262.08,TRUE,TRUE,FALSE
2012,3.18738515777683,1,0,0,0,0,0,0,0,1,0,0,0,0,20,4,8,16,262.08,TRUE,TRUE,FALSE
2012,2.32361246018612,0,0,0,0,0,0,0,1,0,0,0,0,0,23,5.29,12.167,27.9841,360.82,TRUE,TRUE,FALSE
2012,2.91912117118215,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.61,6.859,13.0321,264.22,TRUE,TRUE,TRUE
2012,2.75206708651898,1,0,1,0,0,0,0,0,0,1,0,0,0,21,4.41,9.261,19.4481,625.96,FALSE,TRUE,FALSE
2012,2.52322551409014,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3.61,6.859,13.0321,251.79,TRUE,TRUE,TRUE
2012,2.0473992518844,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1.44,1.728,2.0736,284.26,TRUE,TRUE,FALSE
2012,2.10337166852987,1,0,1,0,0,0,0,0,0,0,0,0,0,29,8.41,24.389,70.7281,318.05,FALSE,TRUE,TRUE
2012,2.14593128294867,1,0,0,0,1,0,0,0,0,0,0,0,0,12.5,1.5625,1.953125,2.44140625,256.81,FALSE,TRUE,TRUE
2012,4.7361984483945,0,0,0,0,0,0,0,0,0,1,0,0,0,26,6.76,17.576,45.6976,318.05,TRUE,TRUE,FALSE
