"","day1","day2","day3","day4","date","stormy","mixed","price","qty","rainy","cold","windspd","windspd2","pricelevel","totr","tots"
"33",0,0,0,0,920117,1,0,0.31358370401287,7.66985439907246,1,1,3.218876,10.36116,1.166667,240,1283
"34",1,0,0,0,920120,1,0,0.458016468683649,8.08548224522738,0,1,3.075775,9.460391,1.035714,300,580
"35",0,1,0,0,920121,0,1,0.327439676402941,7.8310157133155,1,1,3.075775,9.460391,1.24375,1960,1550
"36",0,0,1,0,920122,0,0,-0.885842492376984,8.86073066167781,0,1,2.908721,8.460658,0.9394737,5408,4410
"37",0,0,0,1,920123,0,0,-0.00475313195002869,7.07691430908705,0,0,2.70805,7.333536,0.6428571,10130,9909
"38",0,0,0,0,920124,0,0,0.000662530258174421,8.79797703805352,1,0,2.862201,8.192194,0.4630435,12943,11140
"39",1,0,0,0,920127,1,0,-0.246198198711844,8.56064171085688,1,1,3.113515,9.693978,0.4775,2766,4289
"40",0,1,0,0,920128,0,1,-0.208787951966272,7.93332962049211,0,1,2.862201,8.192194,0.4852941,4050,5548
"41",0,0,1,0,920129,0,0,0.637108618987286,8.21979082780638,0,1,2.813411,7.91528,0.5954546,6208,3445
"42",0,0,0,1,920130,0,0,0.605906993417527,8.35955057075766,0,1,2.650892,7.027227,0.575,7539,6151
"43",0,0,0,0,920131,0,0,-0.482671638962074,8.20987463488349,0,0,2.650892,7.027227,0.5717391,6250,4525
"44",1,0,0,0,920203,1,0,0.138202217308938,9.42333678417015,0,1,3.251666,10.57333,0.6545454,8620,8250
"45",0,1,0,0,920204,1,0,0.0892778317453771,7.08672939563771,0,1,3.283414,10.78081,0.4615385,300,1860
"46",0,0,1,0,920205,1,0,-0.243985461902131,8.84560567026023,0,1,3.075775,9.460391,0.8153846,360,1280
"47",0,0,0,1,920206,1,0,0.645996646418727,8.78104519920174,0,1,3.075775,9.460391,1.468421,5680,4855
"48",0,0,0,0,920207,0,1,-0.0578105094357912,9.41708067854284,0,1,2.953173,8.721229,1.416216,7484,8089
"49",1,0,0,0,920210,1,0,0.531382032139104,7.99676323652481,0,1,3.036554,9.220662,1.38125,6960,6275
"50",0,1,0,0,920211,1,0,-0.126394674401576,7.7188639689285,0,1,2.953173,8.721229,1.544231,2460,2680
"51",0,0,1,0,920212,1,0,-0.443528540944497,8.82938894090844,0,1,2.908721,8.460658,1.221429,8396,5390
"52",0,0,0,1,920213,0,1,0.0990342540241063,8.70840549063106,0,1,2.862201,8.192194,0.9928572,14440,8400
"53",0,0,0,0,920214,0,1,-0.091677780121401,7.00104969404644,0,1,2.862201,8.192194,0.6222222,7095,13708
"54",0,1,0,0,920218,0,0,-0.671455105763767,9.34638441663236,0,1,2.862201,8.192194,0.4625,19698,17555
"55",0,0,1,0,920219,0,1,-0.239960769624833,7.45582234900979,0,0,2.813411,7.91528,0.3346154,10,3474
"56",0,0,0,1,920220,0,0,-0.33230547695291,8.59790717209632,0,0,2.70805,7.333536,0.4230769,6470,5870
"57",0,0,0,0,920221,0,1,0.352533332174088,6.55993447622247,0,0,2.762117,7.629292,0.55,6695,8390
"58",1,0,0,0,920224,0,0,-0.464816052549375,9.33770063316672,0,1,2.525729,6.379305,0.5666667,5222,4340
"59",0,1,0,0,920225,0,0,0.156191906289615,8.76810317027044,0,1,2.590267,6.709484,0.4625,2885,2100
"60",0,0,1,0,920226,0,1,0.419866371617336,7.61355418071236,0,1,2.862201,8.192194,0.7615384,2025,2575
"61",0,0,0,1,920227,1,0,0.187732966186422,8.93986008583468,1,1,2.953173,8.721229,1.203125,1179,2850
"62",0,0,0,0,920228,1,0,0.0922593200162449,7.96257639162509,0,0,2.908721,8.460658,1.229687,7420,6190
"63",1,0,0,0,920302,0,1,-0.0199400670102063,8.3587141768506,0,0,2.908721,8.460658,1.076923,5855,5635
"64",0,1,0,0,920303,1,0,0.0020417210593906,7.93427208694667,0,1,2.908721,8.460658,0.9928572,7327,6730
"65",0,0,1,0,920304,0,1,-0.448845268310218,8.42892026687587,0,0,2.762117,7.629292,0.775,7850,8055
"66",0,0,0,1,920305,0,1,-0.090621125482139,9.16124052787944,0,0,2.650892,7.027227,0.789394,8610,10135
"67",0,0,0,0,920306,0,0,-0.586533142846053,8.96948928744864,0,0,2.590267,6.709484,0.6157895,5213,5263
"68",1,0,0,0,920309,0,1,0.472913640547114,8.20752867027465,0,0,2.862201,8.192194,0.444,26530,21620
"69",0,1,0,0,920310,0,1,-0.149069616502977,8.77960439261471,0,0,2.813411,7.91528,0.62,4520,9685
"70",0,0,1,0,920311,0,1,0.281853450497378,7.82454623281843,0,1,2.762117,7.629292,0.7944444,3375,3350
"71",0,0,0,1,920312,1,0,0.850564714636482,8.16190901030777,1,1,3.075775,9.460391,0.7491667,10600,11015
"72",0,0,0,0,920313,1,0,0.0903173388128113,8.59061863041192,0,1,3.283414,10.78081,0.7111111,21070,3030
"73",1,0,0,0,920316,0,0,0.551231377292692,8.58723074337505,0,1,2.862201,8.192194,0.618,250,15520
"74",0,1,0,0,920317,0,0,0.426904954620267,9.12108838553081,0,1,2.813411,7.91528,0.5589285,7610,9590
"75",0,0,1,0,920318,0,1,-0.0127490524929206,8.75199579179674,0,1,2.908721,8.460658,0.9636363,3065,1705
"76",0,0,0,1,920319,0,0,0.278397785927325,8.38587898391796,0,1,2.813411,7.91528,1.0775,3830,5510
"77",0,0,0,0,920320,1,0,0.655066148755796,7.89847676281242,1,1,3.075775,9.460391,0.5904762,8342,7347
"78",1,0,0,0,920323,0,0,0.465703518505317,7.16866711602989,0,1,2.590267,6.709484,0.89375,2305,2585
"79",0,1,0,0,920324,0,1,-0.0388495168141012,7.41199083968971,0,1,2.762117,7.629292,0.7884616,4410,3745
"80",0,0,1,0,920325,0,1,-0.331041647475642,7.72653646290704,0,1,2.762117,7.629292,0.6541666,3000,2940
"81",0,0,0,1,920326,0,1,-0.0324404944025263,8.01415528300327,0,0,2.862201,8.192194,0.6170455,11783,12140
"82",0,0,0,0,920327,0,1,0.235770077270119,8.25599448448155,0,0,2.862201,8.192194,0.825,2535,2295
"83",1,0,0,0,920330,1,0,0.0856743783689486,8.41471189461924,0,0,3.401197,11.56814,1.2,5130,2220
"84",0,1,0,0,920331,1,0,-0.0813294664879818,8.85084188275528,0,0,3.184974,10.14406,1.333333,514,1112
"85",0,0,1,0,920401,0,1,0.0684996633753507,7.86066281852158,1,0,2.953173,8.721229,0.8291667,3920,4940
"86",0,0,0,1,920402,0,0,-0.307386347690651,8.98632301195114,0,0,2.590267,6.709484,0.64375,10240,11310
"87",0,0,0,0,920403,0,0,-0.379157665774782,8.56296794531794,1,1,2.862201,8.192194,0.5666667,15042,14480
"88",1,0,0,0,920406,0,0,-0.236482331368276,7.97752069885717,0,0,2.813411,7.91528,0.6788461,6852,7727
"89",0,1,0,0,920407,0,0,-0.732903783374241,7.73017515369984,0,0,2.70805,7.333536,0.6,305,1465
"90",0,0,1,0,920408,0,0,-0.870631108411937,8.64791661564936,0,0,2.70805,7.333536,0.5406896,14148,12280
"91",0,0,0,1,920409,0,0,-0.184534777953361,8.05253834068929,0,0,2.650892,7.027227,0.6786207,5160,6250
"92",0,0,0,0,920410,0,0,-0.497370397031952,8.76116665102374,0,0,2.650892,7.027227,0.6895834,4340,5350
"93",1,0,0,0,920413,0,0,-0.297529340507661,7.42290277541772,0,1,2.862201,8.192194,0.7333333,7049,5535
"94",0,1,0,0,920414,0,0,-0.551153878232374,7.16399362447978,0,0,2.995732,8.974412,0.7045454,200,2260
"95",0,0,1,0,920415,0,0,0.2334836387345,9.40388961075779,0,0,2.762117,7.629292,0.8,360,490
"96",0,0,0,1,920416,0,0,-0.33060090853837,8.82061922439124,0,0,2.525729,6.379305,0.7320513,11875,9655
"97",0,0,0,0,920417,0,0,0.00542845653443269,9.8175691714227,1,0,2.456736,6.035551,0.7978261,3900,6050
"98",0,1,0,0,920421,0,0,-0.662205196116932,9.31264926700691,0,0,2.590267,6.709484,0.7525641,10700,10494
"99",0,0,1,0,920422,0,0,-0.455607930083162,9.40261140988392,0,0,2.525729,6.379305,0.9074074,3940,4118
"100",0,0,0,1,920423,0,0,-0.809816332537688,9.93427758132228,1,0,2.650892,7.027227,0.8676924,6570,5910
"101",0,0,0,0,920424,0,0,-0.821505914010604,8.8284204946693,0,0,2.650892,7.027227,0.5848276,15940,15455
"102",1,0,0,0,920427,0,0,-0.36010087479041,7.9184084163766,0,0,2.650892,7.027227,0.6314815,8170,5060
"103",0,1,0,0,920428,0,0,-0.599536331190472,8.63322987358018,0,0,2.590267,6.709484,0.6147059,1676,3300
"104",0,0,1,0,920429,0,0,-0.712208199184738,8.15601162331992,0,0,2.525729,6.379305,0.4675,6963,5785
"105",0,0,0,1,920430,0,0,-0.51801724678421,8.68729778681022,0,0,2.525729,6.379305,0.409375,7694,9050
"106",0,0,0,0,920501,0,0,0.0477360781861726,8.51119874141731,0,0,2.525729,6.379305,0.330303,11370,8520
"107",1,0,0,0,920504,0,0,-1.01774488708474,9.01914484127172,0,0,2.862201,8.192194,0.45,1610,6260
"108",0,1,0,0,920505,0,1,-0.116105080767671,8.24935474088422,0,0,2.908721,8.460658,0.9166666,1320,1290
"109",0,0,1,0,920506,0,1,-0.494303695461334,8.36945730840362,0,0,2.862201,8.192194,1.203125,2305,1450
"110",0,0,0,1,920507,0,1,0.225989095221452,9.0269518227022,0,0,2.813411,7.91528,1.25,6080,4780
"111",0,0,0,0,920508,0,1,0.0391723469363443,7.6139075735341,0,0,2.862201,8.192194,1.752632,4020,3420
"112",1,0,0,0,911202,1,0,0.146636710676291,6.95695032878464,1,0,2.995732,8.974412,0.65,7232,8058
"113",0,1,0,0,911203,1,0,0.0552099681990872,7.99096786529155,0,0,2.995732,8.974412,1,2110,2224
"114",0,0,1,0,911204,0,1,-0.196926322980723,9.22693642358229,1,1,2.813411,7.91528,1.075,5247,4231
"115",0,0,0,1,911205,1,0,0.417275898386981,8.91246776974332,0,1,3.036554,9.220662,1.280357,1290,5750
"116",0,0,0,0,911206,1,0,0.262982354703273,7.78685092943247,0,1,3.036554,9.220662,1.943182,1717,2551
"117",1,0,0,0,911209,0,0,-0.143460354055649,8.37119855568401,0,0,2.762117,7.629292,0.8134146,11643,10977
"118",0,1,0,0,911210,0,1,-0.189737772524155,8.3719981321819,0,0,2.762117,7.629292,0.890625,9640,7485
"119",0,0,1,0,911211,0,0,-0.0773479457191764,8.07728757967203,1,0,2.762117,7.629292,0.7711539,9347,9009
"120",0,0,0,1,911212,0,1,0.147474619101633,9.43027042240738,0,0,2.762117,7.629292,0.8894737,3890,4055
"121",0,0,0,0,911213,0,0,0.0113688598468276,8.72584030802322,0,0,2.590267,6.709484,0.7102941,16318,9992
"122",1,0,0,0,911216,1,0,0.415654768240828,8.4555988966787,0,1,3.149883,9.921763,0.882,8725,5180
"123",0,1,0,0,911217,1,0,0.217392048407667,7.74331241726454,0,1,3.218876,10.36116,1.027778,2780,5030
"124",0,0,1,0,911218,1,0,-0.249781070303708,8.38095169754322,0,1,3.184974,10.14406,0.93125,9078,6833
"125",0,0,0,1,911219,1,0,0.0490395434504496,9.12982160663488,0,1,3.113515,9.693978,1.130952,5066,9763
"126",0,0,0,0,911220,1,0,-0.134329414876735,8.52189526548903,0,1,3.149883,9.921763,1.2375,4796,5999
"127",1,0,0,0,911223,0,1,-0.122081128956414,8.32602851947759,0,1,2.953173,8.721229,0.7281818,13647,12196
"128",0,1,0,0,911224,0,1,0.0805630069334198,9.21553355084216,0,1,3.036554,9.220662,0.896875,1255,3464
"129",0,0,0,1,911226,0,1,0.482794347234527,8.34030605640304,0,1,2.953173,8.721229,1.25,1115,815
"130",0,0,0,0,911227,0,0,0.112598495248861,9.14243347549882,0,1,2.862201,8.192194,1.279487,6887,6627
"131",1,0,0,0,911230,0,0,-0.524391411118876,7.66544865264018,1,1,2.70805,7.333536,0.9273437,15894,14260
"132",0,1,0,0,911231,0,0,-1.33628474768868,8.97669868828668,1,1,2.862201,8.192194,1.228261,5850,4015
"133",0,0,0,1,920102,0,0,-0.0259745655863126,7.5075762395004,0,0,2.813411,7.91528,1.244595,409,4109
"134",0,0,0,0,920103,0,0,-0.262772930892888,8.67224029840123,0,0,2.456736,6.035551,1.359375,7222,7222
"135",1,0,0,0,920106,1,0,-0.0116705143470228,7.08033219296482,0,0,3.314186,10.98383,1.491216,13036,11224
"136",0,1,0,0,920107,1,0,0.737133484012956,7.46534226057528,0,1,3.344039,11.1826,1.64375,1760,3370
"137",0,0,1,0,920108,1,0,-0.0819376061802979,9.24607813836104,0,1,3.036554,9.220662,1.487097,4824,3470
"138",0,0,0,1,920109,0,1,-0.41534161640713,9.27180973545603,0,1,2.813411,7.91528,1.327174,16489,13607
"139",0,0,0,0,920110,0,1,-0.47092572702369,6.99322966518065,1,0,2.650892,7.027227,1.254,4842,5260
"140",1,0,0,0,920113,0,1,-0.0753726965536554,8.66555975533443,0,0,2.908721,8.460658,0.9302325,12732,11930
"141",0,1,0,0,920114,0,1,-0.587738293438603,8.06217689197838,0,0,2.813411,7.91528,0.8568182,7070,5590
"142",0,0,1,0,920115,1,0,-0.233619193448412,8.40587273051842,1,1,2.995732,8.974412,1.266667,2873,2270
"143",0,0,0,1,920116,1,0,0.13837259900127,8.22267482814979,0,1,3.113515,9.693978,1.1875,1915,4690
"144",0,0,0,0,920117,1,0,0.670698560751942,8.95647019407715,1,1,3.218876,10.36116,1.166667,240,1283
"145",1,0,0,0,920120,1,0,0.63287553446245,7.52539574671216,0,1,3.075775,9.460391,1.035714,300,580
"146",0,1,0,0,920121,0,1,-0.820910876522042,9.11547211684727,1,1,3.075775,9.460391,1.24375,1960,1550
"147",0,0,1,0,920122,0,0,-0.334854685268827,8.69335798586273,0,1,2.908721,8.460658,0.9394737,5408,4410
"148",0,0,0,1,920123,0,0,-0.371587457161501,8.47804977012981,0,0,2.70805,7.333536,0.6428571,10130,9909
"149",0,0,0,0,920124,0,0,-0.408690225400406,8.20244595972737,1,0,2.862201,8.192194,0.4630435,12943,11140
"150",1,0,0,0,920127,1,0,-0.00756427119901648,8.2635543445536,1,1,3.113515,9.693978,0.4775,2766,4289
"151",0,1,0,0,920128,0,1,-0.1485097172833,9.34042375292816,0,1,2.862201,8.192194,0.4852941,4050,5548
"152",0,0,1,0,920129,0,0,-0.414394903379383,7.59620070122564,0,1,2.813411,7.91528,0.5954546,6208,3445
"153",0,0,0,1,920130,0,0,-0.217297110156403,8.99821127696096,0,1,2.650892,7.027227,0.575,7539,6151
"154",0,0,0,0,920131,0,0,-0.365799447733912,8.080091187207,0,0,2.650892,7.027227,0.5717391,6250,4525
"155",1,0,0,0,920203,1,0,0.682124449217822,7.36455021202741,0,1,3.251666,10.57333,0.6545454,8620,8250
"156",0,1,0,0,920204,1,0,0.226933700582361,7.82419518046999,0,1,3.283414,10.78081,0.4615385,300,1860
"157",0,0,1,0,920205,1,0,0.0297511261073193,9.02015430364185,0,1,3.075775,9.460391,0.8153846,360,1280
"158",0,0,0,1,920206,1,0,0.347432568908197,8.59816864741918,0,1,3.075775,9.460391,1.468421,5680,4855
"159",0,0,0,0,920207,0,1,-0.551974262709357,8.28111742013478,0,1,2.953173,8.721229,1.416216,7484,8089
"160",1,0,0,0,920210,1,0,-0.39922112494948,10.4759841915215,0,1,3.036554,9.220662,1.38125,6960,6275
"161",0,1,0,0,920211,1,0,-0.160545208540103,7.74051257292956,0,1,2.953173,8.721229,1.544231,2460,2680
"162",0,0,1,0,920212,1,0,-0.0166454771577982,7.57198134268143,0,1,2.908721,8.460658,1.221429,8396,5390
"163",0,0,0,1,920213,0,1,-0.219398527290976,9.20413534922654,0,1,2.862201,8.192194,0.9928572,14440,8400
"164",0,0,0,0,920214,0,1,0.11466767146975,9.22480323226634,0,1,2.862201,8.192194,0.6222222,7095,13708
"165",0,1,0,0,920218,0,0,-0.845528391391808,9.23454944183687,0,1,2.862201,8.192194,0.4625,19698,17555
"166",0,0,1,0,920219,0,1,-0.170277992715691,7.86218782077289,0,0,2.813411,7.91528,0.3346154,10,3474
"167",0,0,0,1,920220,0,0,0.296525630735339,8.73452994168898,0,0,2.70805,7.333536,0.4230769,6470,5870
"168",0,0,0,0,920221,0,1,-0.0956307232190499,9.57491499494702,0,0,2.762117,7.629292,0.55,6695,8390
"169",1,0,0,0,920224,0,0,-0.136727052094009,8.69058666962942,0,1,2.525729,6.379305,0.5666667,5222,4340
"170",0,1,0,0,920225,0,0,-0.441396473927049,8.8837126813625,0,1,2.590267,6.709484,0.4625,2885,2100
"171",0,0,1,0,920226,0,1,1.2779832180966,7.70804247957496,0,1,2.862201,8.192194,0.7615384,2025,2575
"172",0,0,0,1,920227,1,0,0.409004566192826,7.70795731844111,1,1,2.953173,8.721229,1.203125,1179,2850
"173",0,0,0,0,920228,1,0,0.133681836913242,8.6660143043219,0,0,2.908721,8.460658,1.229687,7420,6190
"174",1,0,0,0,920302,0,1,0.338483451719456,9.6424217344554,0,0,2.908721,8.460658,1.076923,5855,5635
"175",0,1,0,0,920303,1,0,0.770834900154028,7.80660974493352,0,1,2.908721,8.460658,0.9928572,7327,6730
"176",0,0,1,0,920304,0,1,-0.567131067172495,8.5490295101175,0,0,2.762117,7.629292,0.775,7850,8055
"177",0,0,0,1,920305,0,1,-0.377405501735455,9.31014365584232,0,0,2.650892,7.027227,0.789394,8610,10135
"178",0,0,0,0,920306,0,0,-0.451756327734896,8.22017258122263,0,0,2.590267,6.709484,0.6157895,5213,5263
"179",1,0,0,0,920309,0,1,-0.118239973668886,7.20944880876808,0,0,2.862201,8.192194,0.444,26530,21620
"180",0,1,0,0,920310,0,1,0.255364511581519,8.23852147039499,0,0,2.813411,7.91528,0.62,4520,9685
"181",0,0,1,0,920311,0,1,-0.444122399086163,9.07105871206736,0,1,2.762117,7.629292,0.7944444,3375,3350
"182",0,0,0,1,920312,1,0,0.082966183657823,8.62286764428178,1,1,3.075775,9.460391,0.7491667,10600,11015
"183",0,0,0,0,920313,1,0,0.481208187824086,8.73508732614579,0,1,3.283414,10.78081,0.7111111,21070,3030
"184",1,0,0,0,920316,0,0,-0.291681405250178,8.33913581308068,0,1,2.862201,8.192194,0.618,250,15520
"185",0,1,0,0,920317,0,0,-0.106498720596088,7.364924278979,0,1,2.813411,7.91528,0.5589285,7610,9590
"186",0,0,1,0,920318,0,1,-0.240135188904579,7.62353062060618,0,1,2.908721,8.460658,0.9636363,3065,1705
"187",0,0,0,1,920319,0,0,0.0387205161587962,7.10776502061782,0,1,2.813411,7.91528,1.0775,3830,5510
"188",0,0,0,0,920320,1,0,0.370733269633272,9.59245594691972,1,1,3.075775,9.460391,0.5904762,8342,7347
"189",1,0,0,0,920323,0,0,0.00663338828604942,9.48242978431029,0,1,2.590267,6.709484,0.89375,2305,2585
"190",0,1,0,0,920324,0,1,-0.0225731585903919,8.46193484612901,0,1,2.762117,7.629292,0.7884616,4410,3745
"191",0,0,1,0,920325,0,1,-0.314266410046247,8.74522716199681,0,1,2.762117,7.629292,0.6541666,3000,2940
"192",0,0,0,1,920326,0,1,-0.538724343631907,9.75953676731978,0,0,2.862201,8.192194,0.6170455,11783,12140
"193",0,0,0,0,920327,0,1,-0.224947426701464,7.82308629124036,0,0,2.862201,8.192194,0.825,2535,2295
"194",1,0,0,0,920330,1,0,0.560963507673288,7.72483639766802,0,0,3.401197,11.56814,1.2,5130,2220
"195",0,1,0,0,920331,1,0,0.171202578784313,7.53859327023996,0,0,3.184974,10.14406,1.333333,514,1112
"196",0,0,1,0,920401,0,1,0.19766610246374,9.01709516476259,1,0,2.953173,8.721229,0.8291667,3920,4940
"197",0,0,0,1,920402,0,0,0.251669589694571,7.58791234772951,0,0,2.590267,6.709484,0.64375,10240,11310
"198",0,0,0,0,920403,0,0,0.332628091500529,8.21598140057071,1,1,2.862201,8.192194,0.5666667,15042,14480
"199",1,0,0,0,920406,0,0,0.217105130148904,9.5012214208729,0,0,2.813411,7.91528,0.6788461,6852,7727
"200",0,1,0,0,920407,0,0,-0.611320178662281,8.93768028164627,0,0,2.70805,7.333536,0.6,305,1465
"201",0,0,1,0,920408,0,0,-1.18246361468056,9.45421980705916,0,0,2.70805,7.333536,0.5406896,14148,12280
"202",0,0,0,1,920409,0,0,-0.277426594482106,7.73100127904707,0,0,2.650892,7.027227,0.6786207,5160,6250
"203",0,0,0,0,920410,0,0,-0.0527468732606957,8.57767701459932,0,0,2.650892,7.027227,0.6895834,4340,5350
"204",1,0,0,0,920413,0,0,0.164252955854348,9.15471376281378,0,1,2.862201,8.192194,0.7333333,7049,5535
"205",0,1,0,0,920414,0,0,-0.392642120481523,9.78363173501487,0,0,2.995732,8.974412,0.7045454,200,2260
"206",0,0,1,0,920415,0,0,-0.798454804362485,8.63799738111777,0,0,2.762117,7.629292,0.8,360,490
"207",0,0,0,1,920416,0,0,-0.323789405430942,9.42007461615902,0,0,2.525729,6.379305,0.7320513,11875,9655
"208",0,0,0,0,920417,0,0,-0.771264351515289,10.510925266534,1,0,2.456736,6.035551,0.7978261,3900,6050
"209",0,1,0,0,920421,0,0,-0.618635443013986,8.838224526069,0,0,2.590267,6.709484,0.7525641,10700,10494
"210",0,0,1,0,920422,0,0,-0.474504571674209,8.64079704120784,0,0,2.525729,6.379305,0.9074074,3940,4118
"211",0,0,0,1,920423,0,0,-0.0368380788878522,8.55908621986464,1,0,2.650892,7.027227,0.8676924,6570,5910
"212",0,0,0,0,920424,0,0,-0.0492223417313458,8.63908154728115,0,0,2.650892,7.027227,0.5848276,15940,15455
"213",1,0,0,0,920427,0,0,-0.434356602739645,9.18242799989429,0,0,2.650892,7.027227,0.6314815,8170,5060
"214",0,1,0,0,920428,0,0,-0.525669965626533,8.41667942834239,0,0,2.590267,6.709484,0.6147059,1676,3300
"215",0,0,1,0,920429,0,0,-0.472127333141697,7.56456388112832,0,0,2.525729,6.379305,0.4675,6963,5785
"216",0,0,0,1,920430,0,0,-0.0795073507509771,8.69026336473106,0,0,2.525729,6.379305,0.409375,7694,9050
"217",0,0,0,0,920501,0,0,-0.148966039325379,8.67945363017056,0,0,2.525729,6.379305,0.330303,11370,8520
"218",1,0,0,0,920504,0,0,-0.754618121330511,9.28520413470699,0,0,2.862201,8.192194,0.45,1610,6260
"219",0,1,0,0,920505,0,1,-0.526544802438368,8.78509086695672,0,0,2.908721,8.460658,0.9166666,1320,1290
"220",0,0,1,0,920506,0,1,-0.959246537589477,8.39879443997612,0,0,2.862201,8.192194,1.203125,2305,1450
"221",0,0,0,1,920507,0,1,-0.261154925169487,8.69351956479827,0,0,2.813411,7.91528,1.25,6080,4780
"222",0,0,0,0,920508,0,1,0.562650976828778,8.57888090325714,0,0,2.862201,8.192194,1.752632,4020,3420
"223",1,0,0,0,911202,1,0,0.376051593019104,8.97361800993395,1,0,2.995732,8.974412,0.65,7232,8058
"224",0,1,0,0,911203,1,0,-0.0907250987718089,7.50076974718012,0,0,2.995732,8.974412,1,2110,2224
"225",0,0,1,0,911204,0,1,-0.37366732399984,8.08998586875473,1,1,2.813411,7.91528,1.075,5247,4231
"226",0,0,0,1,911205,1,0,-0.207013755553816,8.58806643254169,0,1,3.036554,9.220662,1.280357,1290,5750
"227",0,0,0,0,911206,1,0,-0.313684761461269,8.46673584294162,0,1,3.036554,9.220662,1.943182,1717,2551
"228",1,0,0,0,911209,0,0,-0.432678088319444,7.73335326131654,0,0,2.762117,7.629292,0.8134146,11643,10977
"229",0,1,0,0,911210,0,1,-0.645610373350153,8.56663573871904,0,0,2.762117,7.629292,0.890625,9640,7485
"230",0,0,1,0,911211,0,0,-0.726114948944678,8.87347679544991,1,0,2.762117,7.629292,0.7711539,9347,9009
"231",0,0,0,1,911212,0,1,0.286507495333777,8.12848975397346,0,0,2.762117,7.629292,0.8894737,3890,4055
